transcript_id,set,archetype,sub_type,market,resolution,sentiment_arc,agent_consistency,intent,turns,customer_start_sentiment,customer_end_sentiment,customer_sentiment_delta,agent_mean_sentiment,agent_min_sentiment,customer_mean_sentiment,predicted_intent,intent_confidence,predicted_resolution,resolution_confidence,resolution_signals,resolution_score,sentiment_score,consistency_score,efficiency_score,final_score,narrative
GS_059,golden,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Chowdeck,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17,0.2018,-0.2192,-0.421,0.406,-0.4939,0.1174,service_complaint,0.3647,unresolved,1.0,UNRESOLVED:complaint_logged_no_action,0.0,42.74,46.79,83.33,30.51,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
GS_060,golden,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Absa Kenya,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19,0.0468,-0.2192,-0.2659,0.3467,-0.4939,0.0769,service_complaint,0.4203,unresolved,1.0,UNRESOLVED:complaint_logged_no_action,0.0,53.83,35.06,66.67,29.83,Call did not reach resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
GS_061,golden,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Uber,unresolved,calm -> frustrated,neutral_throughout,service_complaint,19,0.0155,-0.2192,-0.2347,0.3467,-0.4939,0.0138,loan_escalation,0.2923,unresolved,1.0,UNRESOLVED:complaint_logged_no_action,0.0,56.06,35.06,66.67,30.5,Call did not reach resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
GS_062,golden,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Bolt,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17,0.0155,-0.2192,-0.2347,0.406,-0.4939,0.0377,loan_escalation,0.2984,unresolved,1.0,UNRESOLVED:complaint_logged_no_action,0.0,56.06,46.79,83.33,34.51,Call did not reach resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
GS_063,golden,UNRESOLVED_COMPLAINT,service_quality_complaint,Kenya/Bolt Food,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17,0.2018,-0.2192,-0.421,0.406,-0.4939,0.0636,service_complaint,0.3643,unresolved,1.0,UNRESOLVED:complaint_logged_no_action,0.0,42.74,46.79,83.33,30.51,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
GS_064,golden,UNRESOLVED_COMPLAINT,service_quality_complaint,Gulf/UAE/Emirates NBD,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17,0.3592,-0.2192,-0.5784,0.4674,-0.4939,0.1632,service_complaint,0.465,unresolved,1.0,UNRESOLVED:complaint_logged_no_action,0.0,31.49,58.93,83.33,29.57,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
GS_065,golden,UNRESOLVED_COMPLAINT,service_quality_complaint,Nigeria/Moniepoint,unresolved,calm -> frustrated,neutral_throughout,service_complaint,17,0.3592,-0.2192,-0.5784,0.406,-0.4939,0.1327,service_complaint,0.4349,unresolved,1.0,UNRESOLVED:complaint_logged_no_action,0.0,31.49,46.79,83.33,27.14,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
GS_066,golden,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Glovo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.064,-0.0626,0.0014,0.1694,-0.4404,-0.1763,kyc_verification,0.3055,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,72.93,0.0,66.67,28.55,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_067,golden,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Equity Bank,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.2202,-0.0985,0.1218,0.1694,-0.4404,-0.215,loan_escalation,0.4761,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,81.54,0.0,66.67,31.13,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_068,golden,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Mashreq Neo,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.2202,-0.0626,0.1576,0.209,-0.4404,-0.2374,loan_escalation,0.4932,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,84.1,7.83,83.33,35.13,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
GS_069,golden,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Moniepoint,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21,0.0386,-0.0626,-0.1012,0.1888,-0.4404,-0.1382,loan_escalation,0.441,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,65.6,3.84,50.0,25.45,Call did not reach resolution. Customer sentiment was broadly stable through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_070,golden,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/KCB,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.2202,-0.0762,0.144,0.209,-0.4404,-0.2418,loan_escalation,0.4396,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,83.12,7.83,83.33,34.84,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
GS_071,golden,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/RAKBANK,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.2202,-0.0985,0.1218,0.1694,-0.4404,-0.215,loan_escalation,0.4705,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,81.54,0.0,66.67,31.13,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_072,golden,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/OPay,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21,0.0386,0.0349,-0.0037,0.1888,-0.4404,-0.1301,loan_escalation,0.4371,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,72.57,3.84,50.0,27.54,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_073,golden,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/KCB,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.2202,-0.0985,0.1218,0.1694,-0.4404,-0.215,loan_escalation,0.4075,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,81.54,0.0,66.67,31.13,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_074,golden,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Emirates NBD,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.2202,-0.0626,0.1576,0.1776,-0.4404,-0.2111,loan_escalation,0.465,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,84.1,1.62,66.67,32.22,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_075,golden,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Kuda,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,-0.0611,-0.0626,-0.0015,0.1694,-0.4404,-0.1757,loan_escalation,0.4286,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,72.73,0.0,66.67,28.48,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_076,golden,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Kenya/Uber,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,17,-0.1591,-0.0985,0.0606,0.209,-0.4404,-0.2266,loan_escalation,0.369,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,77.16,7.83,83.33,33.05,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call was handled efficiently with a low turn count.
GS_077,golden,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Gulf/UAE/Careem,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,21,-0.1591,-0.0626,0.0965,0.1809,-0.4404,-0.1777,loan_escalation,0.4022,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,79.73,2.27,50.0,29.37,Call did not reach resolution. Customer sentiment improved notably over the course of the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_078,golden,UNRESOLVED_COMPLAINT,repeated_issue_unresolved,Nigeria/Bolt,unresolved,already_frustrated -> resigned,neutral_throughout,service_complaint,19,0.2231,-0.0626,-0.2857,0.2253,-0.4404,-0.1125,loan_escalation,0.4064,unresolved,1.0,UNRESOLVED:explicit_futility,0.0,52.41,11.05,66.67,24.6,Call did not reach resolution. Customer sentiment was broadly stable through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_079,golden,UNRESOLVED_COMPLAINT,policy_dispute_unresolved,Nigeria/Kuda,unresolved,polite -> hostile,neutral_throughout,policy_dispute,21,0.2356,-0.3406,-0.5763,0.2348,-0.7003,-0.0755,policy_dispute,0.5149,unresolved,1.0,UNRESOLVED:agent_cut_off | UNRESOLVED:agent_cannot_resolve,0.0,31.64,12.93,50.0,17.08,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_080,golden,UNRESOLVED_COMPLAINT,policy_dispute_unresolved,Kenya/Tala,unresolved,polite -> hostile,neutral_throughout,policy_dispute,21,0.17,-0.3098,-0.4798,0.2588,-0.7003,0.0552,loan_reminder,0.4561,unresolved,1.0,UNRESOLVED:agent_cut_off | UNRESOLVED:agent_cannot_resolve,0.0,38.54,17.68,50.0,20.1,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_081,golden,UNRESOLVED_COMPLAINT,policy_dispute_unresolved,Gulf/UAE/ADCB,unresolved,polite -> hostile,neutral_throughout,policy_dispute,21,0.1366,-0.3406,-0.4772,0.2588,-0.7003,-0.0645,policy_dispute,0.4707,unresolved,1.0,UNRESOLVED:agent_cut_off | UNRESOLVED:agent_cannot_resolve,0.0,38.72,17.68,50.0,20.15,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_082,golden,UNRESOLVED_COMPLAINT,policy_dispute_unresolved,Nigeria/OPay,unresolved,polite -> hostile,neutral_throughout,policy_dispute,21,0.2356,-0.4421,-0.6778,0.2348,-0.7003,-0.1544,policy_dispute,0.506,unresolved,1.0,UNRESOLVED:agent_cut_off | UNRESOLVED:agent_cannot_resolve,0.0,24.39,12.93,50.0,14.9,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_083,golden,UNRESOLVED_COMPLAINT,policy_dispute_unresolved,Kenya/NCBA,unresolved,polite -> hostile,neutral_throughout,policy_dispute,21,0.4112,-0.3098,-0.7211,0.2736,-0.7003,-0.0359,failed_transaction,0.4398,unresolved,1.0,UNRESOLVED:agent_cut_off | UNRESOLVED:agent_cannot_resolve,0.0,21.29,20.61,50.0,15.51,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_084,golden,UNRESOLVED_COMPLAINT,policy_dispute_unresolved,Gulf/UAE/ADIB,unresolved,polite -> hostile,neutral_throughout,policy_dispute,21,0.135,-0.3098,-0.4448,0.2569,-0.7003,0.1057,loan_escalation,0.454,unresolved,1.0,UNRESOLVED:agent_cut_off | UNRESOLVED:agent_cannot_resolve,0.0,41.04,17.3,50.0,20.77,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_085,golden,UNRESOLVED_COMPLAINT,policy_dispute_unresolved,Nigeria/Carbon,unresolved,polite -> hostile,neutral_throughout,policy_dispute,21,0.4178,-0.4421,-0.86,0.2841,-0.7003,-0.0712,hardship_plan,0.4885,unresolved,1.0,UNRESOLVED:agent_cut_off | UNRESOLVED:agent_cannot_resolve,0.0,11.36,22.68,50.0,12.95,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_086,golden,UNRESOLVED_COMPLAINT,policy_dispute_unresolved,Kenya/KCB,unresolved,polite -> hostile,neutral_throughout,policy_dispute,21,0.401,-0.3098,-0.7108,0.2718,-0.7003,-0.0379,failed_transaction,0.4542,unresolved,1.0,UNRESOLVED:agent_cut_off | UNRESOLVED:agent_cannot_resolve,0.0,22.03,20.25,50.0,15.66,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_087,golden,UNRESOLVED_COMPLAINT,policy_dispute_unresolved,Gulf/UAE/Mashreq Neo,unresolved,polite -> hostile,neutral_throughout,policy_dispute,21,0.1366,-0.3406,-0.4772,0.2588,-0.7003,-0.0645,policy_dispute,0.4691,unresolved,1.0,UNRESOLVED:agent_cut_off | UNRESOLVED:agent_cannot_resolve,0.0,38.72,17.68,50.0,20.15,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
GS_088,golden,UNRESOLVED_COMPLAINT,policy_dispute_unresolved,Nigeria/Carbon,unresolved,polite -> hostile,neutral_throughout,policy_dispute,21,0.577,-0.3406,-0.9176,0.2841,-0.7003,0.0386,hardship_plan,0.4961,unresolved,1.0,UNRESOLVED:agent_cut_off | UNRESOLVED:agent_cannot_resolve,0.0,7.25,22.68,50.0,11.71,Call did not reach resolution. Customer sentiment declined or remained negative through the call. Agent tone was inconsistent or leaned negative at points. Call length was within a normal range for this call type.
